Prompts_with_Context,labels,responses
"Given the following:
Nitrogen Content: 108.0, Phosphorous Content: 46.0, Potassium Content: 17.0, Temperature: 24.3017998, Humidity: 84.87668973, pH: 6.93221485, Rainfall: 65.0247867, Plant cotton
Nitrogen Content: 108.0, Phosphorous Content: 23.0, Potassium Content: 51.0, Temperature: 26.84366082, Humidity: 83.85039964, pH: 6.106500787, Rainfall: 40.228644, Plant watermelon
Nitrogen Content: 108.0, Phosphorous Content: 33.0, Potassium Content: 31.0, Temperature: 23.69287069, Humidity: 66.76090123, pH: 7.393825704, Rainfall: 144.6576424, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 108.0, Phosphorous Content: 35.0, Potassium Content: 25.0, Temperature: 23.98143338, Humidity: 61.10935084, pH: 6.971963169, Rainfall: 161.5279095
Provide a one word answer.",coffee,  Coffee
"Given the following:
Nitrogen Content: 19.0, Phosphorous Content: 122.0, Potassium Content: 202.0, Temperature: 23.34467359, Humidity: 90.37981478, pH: 5.811975094, Rainfall: 112.8954016, Plant apple
Nitrogen Content: 19.0, Phosphorous Content: 120.0, Potassium Content: 195.0, Temperature: 18.73932187, Humidity: 81.12109244, pH: 5.931538447, Rainfall: 73.55807954, Plant grapes
Nitrogen Content: 19.0, Phosphorous Content: 17.0, Potassium Content: 39.0, Temperature: 24.72485577, Humidity: 85.56083187, pH: 6.728599215, Rainfall: 111.2787584, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 19.0, Phosphorous Content: 123.0, Potassium Content: 200.0, Temperature: 34.76086052, Humidity: 81.03544763, pH: 6.167013532, Rainfall: 65.70430027
Provide a one word answer.",grapes,  Orchard
"Given the following:
Nitrogen Content: 94.0, Phosphorous Content: 53.0, Potassium Content: 40.0, Temperature: 20.27774362, Humidity: 82.89408619, pH: 5.718627178, Rainfall: 241.9741949, Plant rice
Nitrogen Content: 94.0, Phosphorous Content: 39.0, Potassium Content: 18.0, Temperature: 23.89114571, Humidity: 57.48775781, pH: 5.893093135, Rainfall: 102.8301942, Plant maize
Nitrogen Content: 94.0, Phosphorous Content: 5.0, Potassium Content: 55.0, Temperature: 28.5854649, Humidity: 91.89216849, pH: 6.085682344, Rainfall: 26.88372572, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 94.0, Phosphorous Content: 54.0, Potassium Content: 17.0, Temperature: 23.39128187, Humidity: 61.74427165, pH: 5.871647806, Rainfall: 107.3198135
Provide a one word answer.",maize,  Maize
"Given the following:
Nitrogen Content: 23.0, Phosphorous Content: 39.0, Potassium Content: 22.0, Temperature: 29.25649321, Humidity: 81.97952224, pH: 6.86483915, Rainfall: 42.02483277, Plant mungbean
Nitrogen Content: 23.0, Phosphorous Content: 62.0, Potassium Content: 19.0, Temperature: 16.51783455, Humidity: 20.4555596, pH: 5.609435128, Rainfall: 98.77794225, Plant kidneybeans
Nitrogen Content: 23.0, Phosphorous Content: 57.0, Potassium Content: 19.0, Temperature: 32.83963757, Humidity: 67.99803573, pH: 7.251000789, Rainfall: 73.40452716, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 23.0, Phosphorous Content: 45.0, Potassium Content: 21.0, Temperature: 31.46511256, Humidity: 51.79939437, pH: 8.985348193, Rainfall: 74.44330654
Provide a one word answer.",mothbeans,  Lentil
"Given the following:
Nitrogen Content: 70.0, Phosphorous Content: 42.0, Potassium Content: 43.0, Temperature: 23.16814977, Humidity: 76.66724969, pH: 6.508342839, Rainfall: 157.1215052, Plant jute
Nitrogen Content: 67.0, Phosphorous Content: 45.0, Potassium Content: 38.0, Temperature: 22.72791041, Humidity: 82.1706881, pH: 7.300410836, Rainfall: 260.8875056, Plant rice
Nitrogen Content: 70.0, Phosphorous Content: 44.0, Potassium Content: 19.0, Temperature: 23.31689124, Humidity: 73.4541537, pH: 5.852607099, Rainfall: 94.29712821, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 70.0, Phosphorous Content: 38.0, Potassium Content: 35.0, Temperature: 24.39736241, Humidity: 79.26861738, pH: 7.014063944, Rainfall: 164.2697011
Provide a one word answer.",jute,  maize
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 7.0, Potassium Content: 35.0, Temperature: 28.38503882, Humidity: 99.18843684, pH: 5.55771171, Rainfall: 189.6711349, Plant coconut
Nitrogen Content: 25.0, Phosphorous Content: 60.0, Potassium Content: 22.0, Temperature: 21.63149148, Humidity: 21.17919701, pH: 5.887263027, Rainfall: 134.3649948, Plant kidneybeans
Nitrogen Content: 25.0, Phosphorous Content: 27.0, Potassium Content: 41.0, Temperature: 19.20090378, Humidity: 94.27659596, pH: 6.923509371, Rainfall: 108.0423555, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 25.0, Phosphorous Content: 40.0, Potassium Content: 21.0, Temperature: 27.73329078, Humidity: 81.13903037, pH: 6.248900919, Rainfall: 44.17580911
Provide a one word answer.",mungbean,  Tomatoes
"Given the following:
Nitrogen Content: 4.0, Phosphorous Content: 40.0, Potassium Content: 26.0, Temperature: 27.58258929, Humidity: 48.56916221, pH: 6.720041791, Rainfall: 95.8445641, Plant mango
Nitrogen Content: 4.0, Phosphorous Content: 43.0, Potassium Content: 18.0, Temperature: 29.02955344, Humidity: 61.09387478, pH: 8.840656256, Rainfall: 72.98016599, Plant mothbeans
Nitrogen Content: 4.0, Phosphorous Content: 19.0, Potassium Content: 42.0, Temperature: 23.83185873, Humidity: 87.84034604, pH: 6.306605528, Rainfall: 111.2232716, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 4.0, Phosphorous Content: 36.0, Potassium Content: 22.0, Temperature: 27.60887393, Humidity: 86.13316408, pH: 7.012740397, Rainfall: 43.80041104
Provide a one word answer.",mungbean,  Tomatoes
"Given the following:
Nitrogen Content: 42.0, Phosphorous Content: 79.0, Potassium Content: 23.0, Temperature: 27.71678273, Humidity: 63.29103387, pH: 6.781841984, Rainfall: 68.56507978, Plant blackgram
Nitrogen Content: 42.0, Phosphorous Content: 74.0, Potassium Content: 83.0, Temperature: 19.2582557, Humidity: 14.2804191, pH: 7.545258424, Rainfall: 65.78042032, Plant chickpea
Nitrogen Content: 43.0, Phosphorous Content: 66.0, Potassium Content: 79.0, Temperature: 19.46233971, Humidity: 15.22538951, pH: 7.976607593, Rainfall: 74.58565097, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 42.0, Phosphorous Content: 79.0, Potassium Content: 85.0, Temperature: 17.22385224, Humidity: 15.82069268, pH: 6.129533877, Rainfall: 76.57580954
Provide a one word answer.",chickpea,  Chickpea
"Given the following:
Nitrogen Content: 18.0, Phosphorous Content: 55.0, Potassium Content: 23.0, Temperature: 21.9989826, Humidity: 56.31006755, pH: 6.98571967, Rainfall: 136.8274312, Plant pigeonpeas
Nitrogen Content: 18.0, Phosphorous Content: 36.0, Potassium Content: 23.0, Temperature: 24.01825377, Humidity: 53.76623369, pH: 7.214078621, Rainfall: 35.03404425, Plant mothbeans
Nitrogen Content: 18.0, Phosphorous Content: 19.0, Potassium Content: 27.0, Temperature: 27.75518664, Humidity: 52.34605806, pH: 4.772385986, Rainfall: 94.11213345, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 18.0, Phosphorous Content: 57.0, Potassium Content: 21.0, Temperature: 27.37659643, Humidity: 63.93927841, pH: 6.155915975, Rainfall: 49.47371773
Provide a one word answer.",lentil,"  Certainly! Based on the given conditions, the ideal crop to plant would be... Mothbeans!"
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 55.0, Potassium Content: 24.0, Temperature: 28.56800579, Humidity: 57.30636014, pH: 8.66077954, Rainfall: 64.53027638, Plant mothbeans
Nitrogen Content: 22.0, Phosphorous Content: 18.0, Potassium Content: 31.0, Temperature: 30.7645515, Humidity: 47.93791463, pH: 5.956027059, Rainfall: 90.38503469, Plant mango
Nitrogen Content: 22.0, Phosphorous Content: 28.0, Potassium Content: 26.0, Temperature: 27.67256197, Humidity: 45.41692012, pH: 4.947683034, Rainfall: 92.84991507, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 54.0, Potassium Content: 20.0, Temperature: 28.56149805, Humidity: 83.63802195, pH: 6.689825155, Rainfall: 41.013132
Provide a one word answer.",mungbean,  Corn
"Given the following:
Nitrogen Content: 76.0, Phosphorous Content: 51.0, Potassium Content: 18.0, Temperature: 26.16985907, Humidity: 71.96246617, pH: 6.247040422, Rainfall: 79.84925393, Plant maize
Nitrogen Content: 76.0, Phosphorous Content: 56.0, Potassium Content: 39.0, Temperature: 24.39459498, Humidity: 89.89106506, pH: 6.551130445, Rainfall: 197.1220049, Plant jute
Nitrogen Content: 76.0, Phosphorous Content: 48.0, Potassium Content: 18.0, Temperature: 19.29563411, Humidity: 69.63481219, pH: 5.77597783, Rainfall: 83.21030571, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 76.0, Phosphorous Content: 57.0, Potassium Content: 18.0, Temperature: 18.9802729, Humidity: 74.52600826, pH: 6.092725883, Rainfall: 94.26249353
Provide a one word answer.",maize,  Maize
"Given the following:
Nitrogen Content: 9.0, Phosphorous Content: 57.0, Potassium Content: 24.0, Temperature: 29.89232778, Humidity: 89.71503316, pH: 7.165121109, Rainfall: 42.99498978, Plant mungbean
Nitrogen Content: 9.0, Phosphorous Content: 56.0, Potassium Content: 17.0, Temperature: 26.13708256, Humidity: 66.7729209, pH: 6.261937875, Rainfall: 46.48280681, Plant lentil
Nitrogen Content: 9.0, Phosphorous Content: 21.0, Potassium Content: 32.0, Temperature: 32.26935342, Humidity: 53.56092806, pH: 5.870116071, Rainfall: 95.94035356, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 9.0, Phosphorous Content: 59.0, Potassium Content: 25.0, Temperature: 30.39321309, Humidity: 60.16299493, pH: 7.699200949, Rainfall: 35.37493212
Provide a one word answer.",mothbeans,  Mango
"Given the following:
Nitrogen Content: 20.0, Phosphorous Content: 30.0, Potassium Content: 27.0, Temperature: 27.81005614, Humidity: 51.59445462, pH: 4.74910393, Rainfall: 95.89898581, Plant mango
Nitrogen Content: 20.0, Phosphorous Content: 62.0, Potassium Content: 18.0, Temperature: 29.36358721, Humidity: 64.98742947, pH: 7.366542647, Rainfall: 61.91208707, Plant blackgram
Nitrogen Content: 20.0, Phosphorous Content: 72.0, Potassium Content: 19.0, Temperature: 32.47648301, Humidity: 64.34848735, pH: 7.397190844, Rainfall: 65.820457, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 20.0, Phosphorous Content: 19.0, Potassium Content: 35.0, Temperature: 34.17719782, Humidity: 50.62161586, pH: 6.113935087, Rainfall: 98.00687989
Provide a one word answer.",mango,"  Based on the conditions provided, the ideal crop to plant is:
Based on the nitrogen, phosphorous, and potassium content of the soil, as well as the temperature, humidity, pH, and rainfall, the blackgram crop is likely to thrive."
"Given the following:
Nitrogen Content: 85.0, Phosphorous Content: 35.0, Potassium Content: 32.0, Temperature: 26.24928198, Humidity: 54.28617819, pH: 6.854011265, Rainfall: 133.1120232, Plant coffee
Nitrogen Content: 85.0, Phosphorous Content: 89.0, Potassium Content: 51.0, Temperature: 29.21144871, Humidity: 84.70189923, pH: 6.158164422, Rainfall: 108.5501443, Plant banana
Nitrogen Content: 84.0, Phosphorous Content: 55.0, Potassium Content: 38.0, Temperature: 26.8748389, Humidity: 79.78725152, pH: 6.956682743, Rainfall: 173.1017097, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 85.0, Phosphorous Content: 53.0, Potassium Content: 38.0, Temperature: 24.90075709, Humidity: 73.84186449, pH: 6.588017308, Rainfall: 153.8990984
Provide a one word answer.",jute,  Sugarcane
"Given the following:
Nitrogen Content: 9.0, Phosphorous Content: 21.0, Potassium Content: 32.0, Temperature: 32.26935342, Humidity: 53.56092806, pH: 5.870116071, Rainfall: 95.94035356, Plant mango
Nitrogen Content: 9.0, Phosphorous Content: 10.0, Potassium Content: 10.0, Temperature: 22.3551049, Humidity: 93.52211892, pH: 6.010391864, Rainfall: 101.5164589, Plant orange
Nitrogen Content: 9.0, Phosphorous Content: 57.0, Potassium Content: 24.0, Temperature: 29.89232778, Humidity: 89.71503316, pH: 7.165121109, Rainfall: 42.99498978, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 9.0, Phosphorous Content: 35.0, Potassium Content: 20.0, Temperature: 27.41503453, Humidity: 80.98004661, pH: 6.91380932, Rainfall: 40.53173216
Provide a one word answer.",mungbean,  Orange
"Given the following:
Nitrogen Content: 7.0, Phosphorous Content: 16.0, Potassium Content: 9.0, Temperature: 18.87957654, Humidity: 92.04304496, pH: 7.813916603, Rainfall: 114.6659511, Plant orange
Nitrogen Content: 7.0, Phosphorous Content: 17.0, Potassium Content: 10.0, Temperature: 10.16431299, Humidity: 91.22320999, pH: 6.465913274, Rainfall: 106.362551, Plant orange
Nitrogen Content: 1.0, Phosphorous Content: 30.0, Potassium Content: 10.0, Temperature: 11.89925671, Humidity: 91.34663797, pH: 7.291405641, Rainfall: 103.5771468, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 1.0, Phosphorous Content: 17.0, Potassium Content: 6.0, Temperature: 10.78689755, Humidity: 91.38411917, pH: 6.8198271, Rainfall: 117.5293447
Provide a one word answer.",orange,  Orange
"Given the following:
Nitrogen Content: 39.0, Phosphorous Content: 76.0, Potassium Content: 76.0, Temperature: 19.96837462, Humidity: 15.57324389, pH: 8.135900726, Rainfall: 69.15759062, Plant chickpea
Nitrogen Content: 39.0, Phosphorous Content: 73.0, Potassium Content: 24.0, Temperature: 25.65842532, Humidity: 61.18235808, pH: 7.22405917, Rainfall: 69.28607828, Plant blackgram
Nitrogen Content: 39.0, Phosphorous Content: 78.0, Potassium Content: 15.0, Temperature: 21.35499456, Humidity: 62.60136323, pH: 5.925391795, Rainfall: 41.78219834, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 39.0, Phosphorous Content: 77.0, Potassium Content: 21.0, Temperature: 22.99774444, Humidity: 60.24218572, pH: 4.603563116, Rainfall: 159.689339
Provide a one word answer.",pigeonpeas,  Lentil
"Given the following:
Nitrogen Content: 35.0, Phosphorous Content: 71.0, Potassium Content: 17.0, Temperature: 29.89286629, Humidity: 66.35375127, pH: 6.931924963, Rainfall: 198.1403003, Plant pigeonpeas
Nitrogen Content: 35.0, Phosphorous Content: 38.0, Potassium Content: 19.0, Temperature: 25.32688786, Humidity: 63.18180319, pH: 9.112771682, Rainfall: 32.71129281, Plant mothbeans
Nitrogen Content: 35.0, Phosphorous Content: 135.0, Potassium Content: 199.0, Temperature: 21.77466746, Humidity: 80.54942557, pH: 6.400719746, Rainfall: 69.39630398, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 35.0, Phosphorous Content: 30.0, Potassium Content: 34.0, Temperature: 28.2974764, Humidity: 95.41122824, pH: 6.141502001, Rainfall: 182.4482352
Provide a one word answer.",coconut,  Peanuts
"Given the following:
Nitrogen Content: 52.0, Phosphorous Content: 70.0, Potassium Content: 16.0, Temperature: 33.66855394, Humidity: 66.60416867, pH: 7.534811833, Rainfall: 67.32520551, Plant blackgram
Nitrogen Content: 51.0, Phosphorous Content: 72.0, Potassium Content: 75.0, Temperature: 18.88852533, Humidity: 14.99451145, pH: 7.104224797, Rainfall: 80.1113384, Plant chickpea
Nitrogen Content: 51.0, Phosphorous Content: 56.0, Potassium Content: 18.0, Temperature: 28.12787838, Humidity: 64.2097765, pH: 6.706505915, Rainfall: 70.86340755, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 52.0, Phosphorous Content: 56.0, Potassium Content: 85.0, Temperature: 20.1187446, Humidity: 14.44228303, pH: 6.81712422, Rainfall: 88.68168643
Provide a one word answer.",chickpea,  Blackgram.
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 55.0, Potassium Content: 24.0, Temperature: 28.56800579, Humidity: 57.30636014, pH: 8.66077954, Rainfall: 64.53027638, Plant mothbeans
Nitrogen Content: 22.0, Phosphorous Content: 67.0, Potassium Content: 78.0, Temperature: 17.16606398, Humidity: 14.42457525, pH: 6.204090835, Rainfall: 72.32667516, Plant chickpea
Nitrogen Content: 22.0, Phosphorous Content: 67.0, Potassium Content: 22.0, Temperature: 29.03017561, Humidity: 64.49166566, pH: 7.475926645, Rainfall: 54.9393771, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 55.0, Potassium Content: 20.0, Temperature: 33.95309131, Humidity: 69.96100028, pH: 7.423530351, Rainfall: 61.16350463
Provide a one word answer.",blackgram,  Lentil.
"Given the following:
Nitrogen Content: 68.0, Phosphorous Content: 58.0, Potassium Content: 38.0, Temperature: 23.22397386, Humidity: 83.03322691, pH: 6.336253525, Rainfall: 221.2091958, Plant rice
Nitrogen Content: 68.0, Phosphorous Content: 52.0, Potassium Content: 49.0, Temperature: 24.42561272, Humidity: 92.27749066, pH: 6.577192175, Rainfall: 63.35298768, Plant papaya
Nitrogen Content: 67.0, Phosphorous Content: 41.0, Potassium Content: 40.0, Temperature: 25.848795, Humidity: 87.81661683, pH: 7.333143205, Rainfall: 152.6194403, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 68.0, Phosphorous Content: 41.0, Potassium Content: 16.0, Temperature: 21.77689322, Humidity: 57.80840636, pH: 6.158830619, Rainfall: 102.0861694
Provide a one word answer.",maize,  Rice
