Prompts_with_Context,Labels
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 138.0, Potassium Content: 198.0, Temperature: 22.29423493, Humidity: 90.69033986, pH: 6.222390798, Rainfall: 122.7418744, Plant apple
Nitrogen Content: 36.0, Phosphorous Content: 144.0, Potassium Content: 196.0, Temperature: 23.65167552, Humidity: 94.50528753, pH: 6.496934492, Rainfall: 115.3611268, Plant apple
Nitrogen Content: 29.0, Phosphorous Content: 128.0, Potassium Content: 198.0, Temperature: 22.44075021, Humidity: 92.70785115, pH: 5.685062404, Rainfall: 121.4977331, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 36.0, Phosphorous Content: 140.0, Potassium Content: 198.0, Temperature: 23.34386401, Humidity: 91.47684705, pH: 6.28188384, Rainfall: 104.4267991",apple
"Given the following:
Nitrogen Content: 36.0, Phosphorous Content: 55.0, Potassium Content: 20.0, Temperature: 27.01470397, Humidity: 84.34262707, pH: 6.635968698, Rainfall: 55.296354, Plant mungbean
Nitrogen Content: 36.0, Phosphorous Content: 61.0, Potassium Content: 21.0, Temperature: 34.53823889, Humidity: 39.04468913, pH: 5.617008201, Rainfall: 168.5948318, Plant pigeonpeas
Nitrogen Content: 42.0, Phosphorous Content: 61.0, Potassium Content: 22.0, Temperature: 26.27274407, Humidity: 62.28814857, pH: 7.418650668, Rainfall: 70.23207557, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 43.0, Phosphorous Content: 61.0, Potassium Content: 20.0, Temperature: 26.87187036, Humidity: 61.61367264, pH: 6.804253866, Rainfall: 63.51822045",blackgram
"Given the following:
Nitrogen Content: 10.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 28.60901145, Humidity: 86.99495766, pH: 7.155685016, Rainfall: 36.94616965, Plant mungbean
Nitrogen Content: 37.0, Phosphorous Content: 10.0, Potassium Content: 32.0, Temperature: 28.96318258, Humidity: 95.16333673, pH: 6.165084855, Rainfall: 222.803013, Plant coconut
Nitrogen Content: 37.0, Phosphorous Content: 79.0, Potassium Content: 19.0, Temperature: 27.54384835, Humidity: 69.3478631, pH: 7.143942758, Rainfall: 69.40878198, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 10.0, Phosphorous Content: 37.0, Potassium Content: 22.0, Temperature: 28.7275267, Humidity: 89.12760359, pH: 7.069747814, Rainfall: 58.52974279",mungbean
"Given the following:
Nitrogen Content: 9.0, Phosphorous Content: 59.0, Potassium Content: 24.0, Temperature: 20.43517772, Humidity: 39.37252634, pH: 4.747352458, Rainfall: 137.2279662, Plant pigeonpeas
Nitrogen Content: 28.0, Phosphorous Content: 58.0, Potassium Content: 81.0, Temperature: 17.47500984, Humidity: 16.54314829, pH: 6.18042747, Rainfall: 93.35034262, Plant chickpea
Nitrogen Content: 39.0, Phosphorous Content: 69.0, Potassium Content: 53.0, Temperature: 25.9300384, Humidity: 93.02357765, pH: 6.964955435, Rainfall: 241.8202079, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 1.0, Phosphorous Content: 59.0, Potassium Content: 23.0, Temperature: 27.46852989, Humidity: 87.17649, pH: 7.184398832, Rainfall: 43.78420984",mungbean
"Given the following:
Nitrogen Content: 76.0, Phosphorous Content: 48.0, Potassium Content: 18.0, Temperature: 19.29563411, Humidity: 69.63481219, pH: 5.77597783, Rainfall: 83.21030571, Plant maize
Nitrogen Content: 49.0, Phosphorous Content: 55.0, Potassium Content: 78.0, Temperature: 18.65580107, Humidity: 16.17772668, pH: 7.863113671, Rainfall: 81.70769297, Plant chickpea
Nitrogen Content: 0.0, Phosphorous Content: 49.0, Potassium Content: 18.0, Temperature: 29.68361658, Humidity: 87.93598094, pH: 6.990095452, Rainfall: 41.82490236, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 49.0, Phosphorous Content: 76.0, Potassium Content: 18.0, Temperature: 27.05365239, Humidity: 67.7017527, pH: 7.393631868, Rainfall: 60.4693835",blackgram
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 59.0, Potassium Content: 19.0, Temperature: 29.06631494, Humidity: 83.6869203, pH: 6.626629798, Rainfall: 43.95183726, Plant mungbean
Nitrogen Content: 30.0, Phosphorous Content: 37.0, Potassium Content: 25.0, Temperature: 29.89129144, Humidity: 80.14487166, pH: 7.120032489, Rainfall: 54.7960127, Plant mungbean
Nitrogen Content: 27.0, Phosphorous Content: 56.0, Potassium Content: 20.0, Temperature: 19.25975367, Humidity: 20.51346956, pH: 5.542690119, Rainfall: 94.9533526, Plant kidneybeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 29.0, Phosphorous Content: 57.0, Potassium Content: 20.0, Temperature: 25.60973447, Humidity: 50.7330069, pH: 5.87707519, Rainfall: 53.39249517",mothbeans
"Given the following:
Nitrogen Content: 21.0, Phosphorous Content: 44.0, Potassium Content: 18.0, Temperature: 27.06909959, Humidity: 86.89934108, pH: 7.12851089, Rainfall: 50.46746116, Plant mungbean
Nitrogen Content: 24.0, Phosphorous Content: 61.0, Potassium Content: 17.0, Temperature: 22.6371424, Humidity: 65.44544859, pH: 6.233269045, Rainfall: 38.30411077, Plant lentil
Nitrogen Content: 24.0, Phosphorous Content: 42.0, Potassium Content: 23.0, Temperature: 28.22471276, Humidity: 82.35916228, pH: 6.428054409, Rainfall: 44.01206619, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 24.0, Phosphorous Content: 44.0, Potassium Content: 17.0, Temperature: 29.8596912, Humidity: 80.03499648, pH: 6.666380512, Rainfall: 50.66487502",mungbean
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 75.0, Potassium Content: 84.0, Temperature: 19.46210401, Humidity: 18.72831993, pH: 7.217018459, Rainfall: 68.81405149, Plant chickpea
Nitrogen Content: 34.0, Phosphorous Content: 45.0, Potassium Content: 21.0, Temperature: 28.18837136, Humidity: 82.60629652, pH: 6.287380117, Rainfall: 37.01110438, Plant mungbean
Nitrogen Content: 33.0, Phosphorous Content: 73.0, Potassium Content: 23.0, Temperature: 29.23540524, Humidity: 59.38967583, pH: 5.985792703, Rainfall: 103.3301803, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 23.0, Potassium Content: 45.0, Temperature: 20.00218987, Humidity: 85.83618191, pH: 7.116538883, Rainfall: 112.337046",pomegranate
"Given the following:
Nitrogen Content: 103.0, Phosphorous Content: 27.0, Potassium Content: 31.0, Temperature: 27.15998538, Humidity: 51.59100753, pH: 6.691541233, Rainfall: 126.1752206, Plant coffee
Nitrogen Content: 113.0, Phosphorous Content: 33.0, Potassium Content: 34.0, Temperature: 26.00373964, Humidity: 62.1445102, pH: 6.559817161, Rainfall: 153.477776, Plant coffee
Nitrogen Content: 33.0, Phosphorous Content: 121.0, Potassium Content: 203.0, Temperature: 22.45696744, Humidity: 94.76285385, pH: 5.605934087, Rainfall: 114.8407725, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 103.0, Phosphorous Content: 33.0, Potassium Content: 33.0, Temperature: 26.71717393, Humidity: 50.50148528, pH: 7.131435858, Rainfall: 126.8073984",coffee
"Given the following:
Nitrogen Content: 93.0, Phosphorous Content: 94.0, Potassium Content: 53.0, Temperature: 25.86632408, Humidity: 84.42379269, pH: 6.079178788, Rainfall: 114.5357503, Plant banana
Nitrogen Content: 93.0, Phosphorous Content: 85.0, Potassium Content: 49.0, Temperature: 27.96799119, Humidity: 79.28625709, pH: 5.694243847, Rainfall: 119.4765557, Plant banana
Nitrogen Content: 93.0, Phosphorous Content: 81.0, Potassium Content: 50.0, Temperature: 27.71822477, Humidity: 76.57853189, pH: 6.036079266, Rainfall: 102.2099836, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 93.0, Phosphorous Content: 91.0, Potassium Content: 47.0, Temperature: 27.84767901, Humidity: 83.31110751, pH: 6.101241579, Rainfall: 117.2878912",banana
"Given the following:
Nitrogen Content: 36.0, Phosphorous Content: 24.0, Potassium Content: 41.0, Temperature: 24.94467632, Humidity: 94.25702672, pH: 7.009180374, Rainfall: 103.8799347, Plant pomegranate
Nitrogen Content: 36.0, Phosphorous Content: 43.0, Potassium Content: 22.0, Temperature: 27.82684262, Humidity: 87.16679147, pH: 6.389882166, Rainfall: 58.37249772, Plant mungbean
Nitrogen Content: 36.0, Phosphorous Content: 19.0, Potassium Content: 32.0, Temperature: 27.10710832, Humidity: 50.70880979, pH: 4.94295037, Rainfall: 92.37238878, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 36.0, Phosphorous Content: 128.0, Potassium Content: 204.0, Temperature: 25.23542319, Humidity: 80.68700527, pH: 5.695792761, Rainfall: 67.03840888",grapes
"Given the following:
Nitrogen Content: 90.0, Phosphorous Content: 15.0, Potassium Content: 52.0, Temperature: 27.04927452, Humidity: 91.3821731, pH: 6.448061578, Rainfall: 23.65747461, Plant muskmelon
Nitrogen Content: 90.0, Phosphorous Content: 16.0, Potassium Content: 45.0, Temperature: 24.92093261, Humidity: 80.61750795, pH: 6.291540278, Rainfall: 50.55710813, Plant watermelon
Nitrogen Content: 90.0, Phosphorous Content: 49.0, Potassium Content: 21.0, Temperature: 24.84016732, Humidity: 68.3584573, pH: 6.472523287, Rainfall: 74.05474936, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 90.0, Phosphorous Content: 14.0, Potassium Content: 52.0, Temperature: 24.84740848, Humidity: 89.20454622, pH: 6.391858432, Rainfall: 59.67927244",watermelon
"Given the following:
Nitrogen Content: 34.0, Phosphorous Content: 56.0, Potassium Content: 17.0, Temperature: 33.4126864, Humidity: 35.42910045, pH: 4.548202098, Rainfall: 139.6702541, Plant pigeonpeas
Nitrogen Content: 33.0, Phosphorous Content: 57.0, Potassium Content: 17.0, Temperature: 27.89636126, Humidity: 88.71782287, pH: 6.78415271, Rainfall: 57.79863368, Plant mungbean
Nitrogen Content: 0.0, Phosphorous Content: 17.0, Potassium Content: 30.0, Temperature: 35.47478322, Humidity: 47.97230503, pH: 6.279133738, Rainfall: 97.79072474, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 34.0, Phosphorous Content: 66.0, Potassium Content: 17.0, Temperature: 18.81097271, Humidity: 21.27833035, pH: 5.889614577, Rainfall: 125.084915",kidneybeans
"Given the following:
Nitrogen Content: 27.0, Phosphorous Content: 72.0, Potassium Content: 23.0, Temperature: 19.92889503, Humidity: 21.79992115, pH: 5.961934481, Rainfall: 64.02640797, Plant kidneybeans
Nitrogen Content: 27.0, Phosphorous Content: 60.0, Potassium Content: 17.0, Temperature: 26.41768321, Humidity: 63.64698302, pH: 7.026795359, Rainfall: 64.42177127, Plant blackgram
Nitrogen Content: 29.0, Phosphorous Content: 63.0, Potassium Content: 17.0, Temperature: 30.02629908, Humidity: 67.88811637, pH: 7.26154329, Rainfall: 66.47264636, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 27.0, Phosphorous Content: 72.0, Potassium Content: 17.0, Temperature: 28.98039357, Humidity: 57.23265151, pH: 6.347929353, Rainfall: 120.7435664",pigeonpeas
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 130.0, Potassium Content: 197.0, Temperature: 39.70772192, Humidity: 82.68593454, pH: 5.554831977, Rainfall: 74.91506217, Plant grapes
Nitrogen Content: 38.0, Phosphorous Content: 120.0, Potassium Content: 197.0, Temperature: 17.5438296, Humidity: 82.94703302, pH: 6.323722572, Rainfall: 73.77063744, Plant grapes
Nitrogen Content: 29.0, Phosphorous Content: 138.0, Potassium Content: 197.0, Temperature: 22.19055385, Humidity: 92.43764169, pH: 5.830892252, Rainfall: 121.6622761, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 23.0, Phosphorous Content: 142.0, Potassium Content: 197.0, Temperature: 39.06555518, Humidity: 82.03812973, pH: 6.000573725, Rainfall: 69.30772897",grapes
"Given the following:
Nitrogen Content: 32.0, Phosphorous Content: 14.0, Potassium Content: 37.0, Temperature: 22.73031253, Humidity: 88.48567856, pH: 6.825256236, Rainfall: 104.6843243, Plant pomegranate
Nitrogen Content: 14.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 29.52501367, Humidity: 91.91185319, pH: 6.121005506, Rainfall: 194.3100272, Plant coconut
Nitrogen Content: 14.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 23.82723528, Humidity: 67.89815262, pH: 6.76660668, Rainfall: 46.90725077, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 38.0, Phosphorous Content: 14.0, Potassium Content: 37.0, Temperature: 21.80523051, Humidity: 94.63612858, pH: 6.658402594, Rainfall: 102.6488846",pomegranate
"Given the following:
Nitrogen Content: 102.0, Phosphorous Content: 71.0, Potassium Content: 48.0, Temperature: 28.65456263, Humidity: 79.28693687, pH: 5.695267822, Rainfall: 102.4633775, Plant banana
Nitrogen Content: 102.0, Phosphorous Content: 11.0, Potassium Content: 47.0, Temperature: 27.98780984, Humidity: 92.78226196, pH: 6.504906979, Rainfall: 27.14509034, Plant muskmelon
Nitrogen Content: 112.0, Phosphorous Content: 73.0, Potassium Content: 48.0, Temperature: 29.2440638, Humidity: 77.32017166, pH: 5.707488987, Rainfall: 90.66727868, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 102.0, Phosphorous Content: 73.0, Potassium Content: 52.0, Temperature: 27.9122104, Humidity: 83.36307683, pH: 6.356090905, Rainfall: 90.24211529",banana
"Given the following:
Nitrogen Content: 29.0, Phosphorous Content: 139.0, Potassium Content: 205.0, Temperature: 23.64142354, Humidity: 93.74461474, pH: 6.155939453, Rainfall: 116.6912176, Plant apple
Nitrogen Content: 27.0, Phosphorous Content: 138.0, Potassium Content: 201.0, Temperature: 23.66682067, Humidity: 93.90191078, pH: 5.952367662, Rainfall: 105.4004751, Plant apple
Nitrogen Content: 39.0, Phosphorous Content: 139.0, Potassium Content: 201.0, Temperature: 41.18664903, Humidity: 81.01783402, pH: 5.539980812, Rainfall: 68.68895899, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 27.0, Phosphorous Content: 139.0, Potassium Content: 205.0, Temperature: 22.48403042, Humidity: 93.40819246, pH: 5.772179946, Rainfall: 105.5473627",apple
"Given the following:
Nitrogen Content: 18.0, Phosphorous Content: 26.0, Potassium Content: 31.0, Temperature: 32.6112614, Humidity: 47.74916499, pH: 5.418475257, Rainfall: 91.10190759, Plant mango
Nitrogen Content: 18.0, Phosphorous Content: 23.0, Potassium Content: 44.0, Temperature: 23.71028128, Humidity: 89.61794165, pH: 6.184400085, Rainfall: 105.6499907, Plant pomegranate
Nitrogen Content: 18.0, Phosphorous Content: 27.0, Potassium Content: 41.0, Temperature: 22.36509395, Humidity: 92.30882391, pH: 7.175344328, Rainfall: 104.8216333, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 18.0, Phosphorous Content: 36.0, Potassium Content: 23.0, Temperature: 24.01825377, Humidity: 53.76623369, pH: 7.214078621, Rainfall: 35.03404425",mothbeans
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 143.0, Potassium Content: 204.0, Temperature: 21.1316077, Humidity: 91.95769858, pH: 5.814434775, Rainfall: 122.5391946, Plant apple
Nitrogen Content: 32.0, Phosphorous Content: 25.0, Potassium Content: 9.0, Temperature: 10.35609594, Humidity: 93.75652041, pH: 7.796034006, Rainfall: 101.1456947, Plant orange
Nitrogen Content: 32.0, Phosphorous Content: 25.0, Potassium Content: 35.0, Temperature: 18.09903225, Humidity: 85.70786282, pH: 5.892913826, Rainfall: 107.0050976, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 32.0, Phosphorous Content: 145.0, Potassium Content: 203.0, Temperature: 23.83053666, Humidity: 90.84422164, pH: 6.406818518, Rainfall: 109.5966791",apple
"Given the following:
Nitrogen Content: 26.0, Phosphorous Content: 54.0, Potassium Content: 17.0, Temperature: 28.5474135, Humidity: 88.9570454, pH: 6.27258822, Rainfall: 49.4897245, Plant mungbean
Nitrogen Content: 26.0, Phosphorous Content: 65.0, Potassium Content: 22.0, Temperature: 17.84806561, Humidity: 18.77621951, pH: 5.949949081, Rainfall: 143.0984171, Plant kidneybeans
Nitrogen Content: 27.0, Phosphorous Content: 60.0, Potassium Content: 17.0, Temperature: 26.41768321, Humidity: 63.64698302, pH: 7.026795359, Rainfall: 64.42177127, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 26.0, Phosphorous Content: 63.0, Potassium Content: 17.0, Temperature: 29.87854588, Humidity: 65.73085206, pH: 6.950300686, Rainfall: 44.95654782",lentil
"Given the following:
Nitrogen Content: 102.0, Phosphorous Content: 11.0, Potassium Content: 47.0, Temperature: 27.98780984, Humidity: 92.78226196, pH: 6.504906979, Rainfall: 27.14509034, Plant muskmelon
Nitrogen Content: 102.0, Phosphorous Content: 11.0, Potassium Content: 45.0, Temperature: 29.03167341, Humidity: 93.12603235, pH: 6.35544263, Rainfall: 24.15591199, Plant muskmelon
Nitrogen Content: 11.0, Phosphorous Content: 36.0, Potassium Content: 31.0, Temperature: 27.92063282, Humidity: 51.77965917, pH: 6.47544932, Rainfall: 100.2585673, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 11.0, Phosphorous Content: 124.0, Potassium Content: 204.0, Temperature: 13.42988625, Humidity: 80.06633966, pH: 6.361141107, Rainfall: 71.40043037",grapes
"Given the following:
Nitrogen Content: 74.0, Phosphorous Content: 39.0, Potassium Content: 38.0, Temperature: 23.24113501, Humidity: 84.59201843, pH: 7.782051313, Rainfall: 233.0453455, Plant rice
Nitrogen Content: 74.0, Phosphorous Content: 43.0, Potassium Content: 23.0, Temperature: 25.95263264, Humidity: 61.89082199, pH: 6.325235159, Rainfall: 99.57981207, Plant maize
Nitrogen Content: 74.0, Phosphorous Content: 48.0, Potassium Content: 17.0, Temperature: 21.63162756, Humidity: 60.27766379, pH: 6.430616465, Rainfall: 69.21803098, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 74.0, Phosphorous Content: 54.0, Potassium Content: 38.0, Temperature: 25.65553461, Humidity: 83.47021081, pH: 7.120272972, Rainfall: 217.3788583",rice
